cv_text,quiz_q1,quiz_q2,quiz_q3,quiz_q4,quiz_q5,personality_label,job_role_label
"AI researcher with expertise in natural language processing, deep learning, and computer vision.",2,3,2,2,1,Extraverted,AI Researcher
"Marketing manager with focus on digital campaigns, branding, and SEO.",3,2,3,2,2,Conscientious,Marketing Manager
"Software engineer with experience in Python, Java, and cloud computing.",3,2,2,2,1,Conscientious,Software Engineer
"Proven track record in negotiation, with expertise in CRM and client management.",2,3,4,1,2,Openness,Sales Executive
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",4,4,4,1,4,Openness,Graphic Designer
"Professional in branding, experienced in digital campaigns and SEO.",3,2,4,2,3,Extraverted,Marketing Manager
"Software engineer with experience in Java, cloud computing, and Python.",2,2,4,3,2,Analytical,Software Engineer
"Project manager with expertise in stakeholder management, Scrum, and Agile.",2,2,3,2,1,Analytical,Project Manager
"Manager experienced in stakeholder management, with background in Scrum and Agile.",2,2,3,4,4,Openness,Project Manager
"Manager experienced in Scrum, with background in Agile and stakeholder management.",3,4,3,4,4,Analytical,Project Manager
"HR professional skilled in HR policies, employee engagement, and recruitment.",1,3,4,1,4,Analytical,HR Specialist
"Data analyst proficient in data visualization, machine learning, and SQL.",1,1,3,1,3,Conscientious,Data Analyst
"Marketing manager with focus on digital campaigns, SEO, and branding.",4,3,4,1,1,Creative,Marketing Manager
"Experienced in process improvement, with knowledge of data modeling and requirement gathering.",3,1,2,4,1,Openness,Business Analyst
"Data analyst proficient in SQL, machine learning, and data visualization.",2,2,3,1,2,Analytical,Data Analyst
"Manager experienced in stakeholder management, with background in Scrum and Agile.",3,3,4,3,4,Openness,Project Manager
"Specialist in Illustrator, with skills in Adobe Photoshop and UX/UI design.",3,4,2,3,3,Conscientious,Graphic Designer
"Experienced in recruitment, with knowledge of HR policies and employee engagement.",4,4,1,1,4,Analytical,HR Specialist
"Marketing manager with focus on SEO, digital campaigns, and branding.",2,2,3,1,1,Analytical,Marketing Manager
"Specialist in Illustrator, with skills in Adobe Photoshop and UX/UI design.",4,4,1,4,4,Analytical,Graphic Designer
"Project manager with expertise in stakeholder management, Scrum, and Agile.",3,3,4,4,2,Extraverted,Project Manager
"Developer skilled in Python, Java, and cloud computing.",3,2,3,1,2,Introverted,Software Engineer
"Data analyst proficient in SQL, machine learning, and data visualization.",2,3,1,1,2,Introverted,Data Analyst
"AI researcher with expertise in computer vision, deep learning, and natural language processing.",4,2,3,3,3,Creative,AI Researcher
"Professional in digital campaigns, experienced in branding and SEO.",3,4,1,3,4,Creative,Marketing Manager
"Experienced in employee engagement, with knowledge of HR policies and recruitment.",1,4,3,4,1,Conscientious,HR Specialist
"Software engineer with experience in cloud computing, Python, and Java.",1,1,2,2,1,Extraverted,Software Engineer
"Professional in SEO, experienced in digital campaigns and branding.",3,1,3,2,4,Conscientious,Marketing Manager
"Data analyst proficient in SQL, data visualization, and machine learning.",4,2,1,4,4,Conscientious,Data Analyst
"Professional in digital campaigns, experienced in SEO and branding.",4,3,4,3,1,Analytical,Marketing Manager
"Software engineer with experience in Python, cloud computing, and Java.",2,1,4,4,2,Extraverted,Software Engineer
"Sales executive with strong skills in CRM, client management, and negotiation.",4,3,3,1,4,Analytical,Sales Executive
"Professional in digital campaigns, experienced in branding and SEO.",2,4,2,1,1,Openness,Marketing Manager
Expert in network security with hands-on experience in ethical hacking and risk assessment.,4,4,4,4,3,Analytical,Cybersecurity Analyst
"Data analyst proficient in data visualization, machine learning, and SQL.",4,1,2,4,3,Introverted,Data Analyst
"HR professional skilled in recruitment, HR policies, and employee engagement.",1,3,4,3,2,Extraverted,HR Specialist
"Manager experienced in stakeholder management, with background in Scrum and Agile.",4,3,4,2,4,Openness,Project Manager
"Professional in SEO, experienced in branding and digital campaigns.",1,3,2,3,4,Openness,Marketing Manager
"Manager experienced in stakeholder management, with background in Scrum and Agile.",3,3,2,3,1,Creative,Project Manager
"Data analyst proficient in SQL, data visualization, and machine learning.",3,1,4,1,1,Conscientious,Data Analyst
"Marketing manager with focus on branding, digital campaigns, and SEO.",3,4,1,2,1,Extraverted,Marketing Manager
Expert in risk assessment with hands-on experience in ethical hacking and network security.,1,1,1,1,1,Introverted,Cybersecurity Analyst
"Sales executive with strong skills in client management, negotiation, and CRM.",4,4,1,3,2,Openness,Sales Executive
"Specialized in computer vision, with research experience in natural language processing and deep learning.",1,2,2,1,3,Extraverted,AI Researcher
"Experienced in SQL, with skills in data visualization and machine learning.",3,2,1,1,1,Conscientious,Data Analyst
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",1,4,2,4,1,Creative,Business Analyst
"Developer skilled in Python, Java, and cloud computing.",1,3,4,2,3,Introverted,Software Engineer
"Developer skilled in cloud computing, Python, and Java.",3,4,1,1,1,Introverted,Software Engineer
"HR professional skilled in recruitment, HR policies, and employee engagement.",2,4,4,2,2,Introverted,HR Specialist
"Experienced in process improvement, with knowledge of data modeling and requirement gathering.",1,3,1,4,2,Openness,Business Analyst
"HR professional skilled in recruitment, employee engagement, and HR policies.",1,4,2,3,3,Introverted,HR Specialist
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",1,4,2,2,3,Openness,HR Specialist
"Experienced in data visualization, with skills in SQL and machine learning.",1,1,2,3,4,Extraverted,Data Analyst
"Project manager with expertise in Agile, stakeholder management, and Scrum.",1,2,1,3,2,Openness,Project Manager
"Cybersecurity analyst skilled in network security, risk assessment, and ethical hacking.",3,1,2,3,3,Openness,Cybersecurity Analyst
"HR professional skilled in employee engagement, recruitment, and HR policies.",1,4,3,2,3,Introverted,HR Specialist
"Experienced in data visualization, with skills in machine learning and SQL.",3,2,1,1,2,Creative,Data Analyst
Expert in risk assessment with hands-on experience in network security and ethical hacking.,4,3,1,1,4,Introverted,Cybersecurity Analyst
"Project manager with expertise in stakeholder management, Agile, and Scrum.",4,2,1,4,3,Openness,Project Manager
"Proven track record in negotiation, with expertise in client management and CRM.",2,2,4,2,2,Introverted,Sales Executive
"Developer skilled in Python, cloud computing, and Java.",2,3,3,4,2,Conscientious,Software Engineer
"Data analyst proficient in machine learning, data visualization, and SQL.",2,4,2,4,3,Openness,Data Analyst
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",3,3,3,4,3,Analytical,Graphic Designer
"Manager experienced in Agile, with background in Scrum and stakeholder management.",1,1,1,1,3,Openness,Project Manager
"Cybersecurity analyst skilled in ethical hacking, risk assessment, and network security.",3,4,1,3,2,Openness,Cybersecurity Analyst
"Data analyst proficient in machine learning, SQL, and data visualization.",2,4,1,3,3,Openness,Data Analyst
"Marketing manager with focus on SEO, digital campaigns, and branding.",1,1,2,2,3,Openness,Marketing Manager
"Data analyst proficient in machine learning, data visualization, and SQL.",1,1,2,3,1,Extraverted,Data Analyst
"Data analyst proficient in machine learning, data visualization, and SQL.",3,3,2,3,3,Creative,Data Analyst
"Sales executive with strong skills in CRM, negotiation, and client management.",4,4,2,1,4,Introverted,Sales Executive
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",4,3,4,4,4,Introverted,HR Specialist
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",1,2,4,2,2,Creative,Business Analyst
"Experienced in SQL, with skills in data visualization and machine learning.",1,2,4,3,1,Conscientious,Data Analyst
"Experienced in process improvement, with knowledge of requirement gathering and data modeling.",4,1,3,1,2,Openness,Business Analyst
"AI researcher with expertise in computer vision, deep learning, and natural language processing.",3,2,2,4,2,Introverted,AI Researcher
"Developer skilled in Java, Python, and cloud computing.",3,1,1,3,1,Extraverted,Software Engineer
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",1,2,1,3,1,Openness,Business Analyst
"Marketing manager with focus on branding, digital campaigns, and SEO.",1,2,3,2,3,Analytical,Marketing Manager
"Developer skilled in Python, cloud computing, and Java.",4,4,1,3,4,Openness,Software Engineer
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",4,4,1,3,1,Creative,HR Specialist
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",4,2,1,3,3,Introverted,Graphic Designer
"Data analyst proficient in SQL, machine learning, and data visualization.",4,4,2,1,2,Introverted,Data Analyst
"Manager experienced in Scrum, with background in stakeholder management and Agile.",4,1,1,3,2,Introverted,Project Manager
"Manager experienced in stakeholder management, with background in Scrum and Agile.",4,2,3,1,3,Creative,Project Manager
"Software engineer with experience in Python, Java, and cloud computing.",4,4,2,2,1,Introverted,Software Engineer
"Project manager with expertise in stakeholder management, Scrum, and Agile.",1,2,4,2,1,Analytical,Project Manager
"Proven track record in client management, with expertise in CRM and negotiation.",4,2,3,1,2,Introverted,Sales Executive
"Developer skilled in cloud computing, Python, and Java.",1,2,1,3,1,Introverted,Software Engineer
"Cybersecurity analyst skilled in risk assessment, ethical hacking, and network security.",2,1,4,3,4,Creative,Cybersecurity Analyst
"Specialist in Adobe Photoshop, with skills in UX/UI design and Illustrator.",2,2,2,3,1,Creative,Graphic Designer
"Marketing manager with focus on SEO, digital campaigns, and branding.",2,1,3,1,4,Introverted,Marketing Manager
"Professional in digital campaigns, experienced in SEO and branding.",1,2,2,4,4,Conscientious,Marketing Manager
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",2,4,2,2,2,Extraverted,Business Analyst
"Specialized in natural language processing, with research experience in deep learning and computer vision.",3,2,4,2,4,Creative,AI Researcher
"Specialist in Illustrator, with skills in Adobe Photoshop and UX/UI design.",1,1,2,1,3,Conscientious,Graphic Designer
"Manager experienced in stakeholder management, with background in Agile and Scrum.",4,4,4,2,1,Conscientious,Project Manager
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",1,3,4,3,2,Extraverted,Graphic Designer
"Experienced in HR policies, with knowledge of employee engagement and recruitment.",4,2,1,2,2,Conscientious,HR Specialist
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",1,4,2,3,4,Analytical,HR Specialist
