cv_text,quiz_q1,quiz_q2,quiz_q3,quiz_q4,quiz_q5,personality_label,job_role_label
"Operational investment banker with expertise in firewall, network security, penetration testing.",2,3,3,3,4,Analytical,Cybersecurity Analyst
"Commercial horticulturist with expertise in statistics, machine learning, Power BI.",4,3,3,3,4,Openness,Data Analyst
"Insurance account manager with expertise in data visualization, SQL, Power BI.",4,4,1,4,3,Openness,Data Analyst
"Press photographer with expertise in Adobe Creative Suite, prototyping, UI/UX.",4,4,2,2,3,Creative,Graphic Designer
"Quantity surveyor with expertise in UI/UX, prototyping, wireframing.",2,3,4,1,1,Creative,Graphic Designer
"Arboriculturist with expertise in deep learning, data mining, predictive analytics.",2,2,4,1,1,Openness,Data Scientist
"Historic buildings inspector/conservation officer with expertise in statistics, data mining, deep learning.",1,4,2,4,2,Openness,Data Scientist
"Environmental health practitioner with expertise in DevOps, APIs, cloud computing.",1,2,4,4,3,Openness,Software Engineer
"Immunologist with expertise in wireframing, UI/UX, prototyping.",4,2,2,1,1,Creative,Graphic Designer
"Administrator, arts with expertise in Scrum, risk management, stakeholder management.",1,2,2,3,1,Introverted,Project Manager
"Tree surgeon with expertise in analytics, branding, customer engagement.",3,4,2,2,2,Extraverted,Marketing Manager
"Cartographer with expertise in network security, penetration testing, risk assessment.",2,1,1,3,4,Analytical,Cybersecurity Analyst
"Broadcast engineer with expertise in deep learning, predictive analytics, statistics.",3,2,3,4,4,Openness,Data Scientist
"Research scientist (medical) with expertise in employee engagement, talent acquisition, onboarding.",1,4,1,3,2,Extraverted,HR Manager
"Armed forces technical officer with expertise in Power BI, machine learning, data visualization.",3,4,3,1,1,Openness,Data Analyst
"Network engineer with expertise in budgeting, risk management, stakeholder management.",1,3,3,2,3,Introverted,Project Manager
"Energy manager with expertise in Excel, budgeting, risk management.",2,3,1,2,1,Analytical,Financial Analyst
"Accountant, chartered management with expertise in network security, penetration testing, incident response.",4,4,3,4,2,Analytical,Cybersecurity Analyst
"Scientist, research (maths) with expertise in budgeting, risk management, Agile.",4,4,2,2,3,Introverted,Project Manager
"Biomedical scientist with expertise in onboarding, employee engagement, HRIS.",3,2,4,3,4,Extraverted,HR Manager
"Chartered loss adjuster with expertise in Python, data mining, statistics.",2,2,3,4,2,Openness,Data Scientist
"Education officer, community with expertise in Agile, risk management, stakeholder management.",3,3,2,4,2,Introverted,Project Manager
"Nurse, learning disability with expertise in wireframing, branding, Adobe Creative Suite.",4,3,2,2,2,Creative,Graphic Designer
"Senior tax professional/tax inspector with expertise in risk management, Excel, forecasting.",4,4,1,4,4,Analytical,Financial Analyst
"Energy manager with expertise in Power BI, statistics, SQL.",1,1,1,3,2,Openness,Data Analyst
"Print production planner with expertise in Scrum, budgeting, Agile.",4,3,2,4,3,Introverted,Project Manager
"Actuary with expertise in UI/UX, wireframing, Adobe Creative Suite.",2,2,1,3,4,Creative,Graphic Designer
"Volunteer coordinator with expertise in incident response, penetration testing, risk assessment.",1,4,2,2,3,Analytical,Cybersecurity Analyst
"Engineer, communications with expertise in Java, APIs, Python.",2,1,2,3,4,Openness,Software Engineer
"Engineer, maintenance with expertise in Java, cloud computing, Python.",4,1,4,3,2,Openness,Software Engineer
"Chief of Staff with expertise in branding, UI/UX, Adobe Creative Suite.",2,2,1,3,1,Creative,Graphic Designer
"Engineer, biomedical with expertise in branding, SEO, customer engagement.",2,3,2,1,1,Extraverted,Marketing Manager
"Retail buyer with expertise in statistics, predictive analytics, Python.",4,3,3,4,3,Openness,Data Scientist
"Housing manager/officer with expertise in analytics, branding, customer engagement.",3,4,2,2,1,Extraverted,Marketing Manager
"Company secretary with expertise in financial models, risk management, Excel.",2,3,2,1,3,Analytical,Financial Analyst
"Nurse, adult with expertise in prototyping, UI/UX, Adobe Creative Suite.",2,1,4,1,4,Creative,Graphic Designer
"Chief Marketing Officer with expertise in UI/UX, Adobe Creative Suite, wireframing.",2,4,1,4,3,Creative,Graphic Designer
"Sports therapist with expertise in forecasting, risk management, budgeting.",2,3,2,3,3,Analytical,Financial Analyst
"Social researcher with expertise in incident response, risk assessment, firewall.",1,1,2,2,1,Analytical,Cybersecurity Analyst
"Radiographer, therapeutic with expertise in data visualization, machine learning, Power BI.",1,3,4,1,3,Openness,Data Analyst
"Occupational psychologist with expertise in Python, APIs, Java.",1,3,4,1,1,Openness,Software Engineer
"Historic buildings inspector/conservation officer with expertise in UI/UX, wireframing, prototyping.",4,3,1,4,1,Creative,Graphic Designer
"Teacher, early years/pre with expertise in Python, APIs, DevOps.",2,1,2,3,4,Openness,Software Engineer
"Product designer with expertise in forecasting, Excel, financial models.",1,3,2,3,1,Analytical,Financial Analyst
"Educational psychologist with expertise in Python, statistics, predictive analytics.",3,3,4,2,2,Openness,Data Scientist
"Public house manager with expertise in statistics, Power BI, SQL.",1,4,4,4,3,Openness,Data Analyst
"Automotive engineer with expertise in Excel, financial models, forecasting.",2,3,4,3,1,Analytical,Financial Analyst
"Conference centre manager with expertise in HRIS, onboarding, employee engagement.",3,1,2,4,4,Extraverted,HR Manager
"Production assistant, television with expertise in prototyping, wireframing, UI/UX.",1,3,4,4,3,Creative,Graphic Designer
"Psychologist, clinical with expertise in incident response, network security, penetration testing.",3,3,1,3,1,Analytical,Cybersecurity Analyst
"Nutritional therapist with expertise in deep learning, Python, predictive analytics.",2,2,3,2,1,Openness,Data Scientist
"Operational researcher with expertise in data mining, statistics, deep learning.",1,3,3,4,4,Openness,Data Scientist
"Exercise physiologist with expertise in forecasting, financial models, Excel.",3,4,2,2,1,Analytical,Financial Analyst
"Quantity surveyor with expertise in budgeting, risk management, stakeholder management.",4,2,2,4,1,Introverted,Project Manager
"Geophysical data processor with expertise in machine learning, Power BI, data visualization.",2,2,3,3,4,Openness,Data Analyst
"Theatre director with expertise in branding, UI/UX, wireframing.",2,3,1,2,2,Creative,Graphic Designer
"Technical author with expertise in SQL, Power BI, data visualization.",1,2,1,2,3,Openness,Data Analyst
"Chief Technology Officer with expertise in Python, DevOps, APIs.",2,4,4,1,2,Openness,Software Engineer
"Retail banker with expertise in benefits management, employee engagement, talent acquisition.",4,1,4,2,1,Extraverted,HR Manager
"Waste management officer with expertise in risk assessment, incident response, firewall.",1,3,3,4,4,Analytical,Cybersecurity Analyst
"Conservation officer, nature with expertise in machine learning, Power BI, SQL.",3,2,2,2,2,Openness,Data Analyst
"Make with expertise in risk management, Excel, financial models.",1,2,4,4,2,Analytical,Financial Analyst
"Librarian, academic with expertise in risk assessment, network security, incident response.",2,2,2,3,3,Analytical,Cybersecurity Analyst
"Clinical research associate with expertise in budgeting, forecasting, financial models.",2,2,1,3,1,Analytical,Financial Analyst
"Radio producer with expertise in SQL, Power BI, statistics.",3,1,4,1,2,Openness,Data Analyst
"Contracting civil engineer with expertise in Excel, financial models, forecasting.",2,2,2,3,4,Analytical,Financial Analyst
"Public house manager with expertise in budgeting, Agile, stakeholder management.",2,4,3,3,4,Introverted,Project Manager
"Medical sales representative with expertise in stakeholder management, Agile, Scrum.",2,2,4,3,3,Introverted,Project Manager
"Trade mark attorney with expertise in branding, customer engagement, analytics.",2,3,3,1,3,Extraverted,Marketing Manager
"Careers adviser with expertise in DevOps, cloud computing, Java.",3,3,2,3,3,Openness,Software Engineer
"Catering manager with expertise in Adobe Creative Suite, UI/UX, wireframing.",1,1,1,3,4,Creative,Graphic Designer
"Pharmacist, community with expertise in Scrum, stakeholder management, Agile.",2,4,3,2,1,Introverted,Project Manager
"Occupational psychologist with expertise in predictive analytics, data mining, statistics.",1,4,4,1,4,Openness,Data Scientist
"Medical physicist with expertise in risk management, Scrum, stakeholder management.",4,3,1,1,1,Introverted,Project Manager
"Animal nutritionist with expertise in machine learning, SQL, statistics.",1,1,2,2,1,Openness,Data Analyst
"Wellsite geologist with expertise in risk management, Agile, stakeholder management.",2,2,2,4,3,Introverted,Project Manager
"Tax inspector with expertise in branding, wireframing, prototyping.",3,2,2,4,2,Creative,Graphic Designer
"Paramedic with expertise in deep learning, predictive analytics, data mining.",1,3,4,3,4,Openness,Data Scientist
"Solicitor with expertise in wireframing, UI/UX, branding.",4,2,4,1,1,Creative,Graphic Designer
"Dance movement psychotherapist with expertise in machine learning, Power BI, data visualization.",1,4,3,1,4,Openness,Data Analyst
"Copy with expertise in risk assessment, penetration testing, network security.",3,3,2,4,1,Analytical,Cybersecurity Analyst
"Engineer, drilling with expertise in Adobe Creative Suite, UI/UX, wireframing.",1,3,3,3,1,Creative,Graphic Designer
"Fitness centre manager with expertise in data mining, deep learning, Python.",3,1,1,2,1,Openness,Data Scientist
"Physiotherapist with expertise in onboarding, HRIS, talent acquisition.",1,1,1,3,2,Extraverted,HR Manager
"Chief Executive Officer with expertise in statistics, machine learning, Power BI.",1,1,3,3,2,Openness,Data Analyst
"Outdoor activities/education manager with expertise in wireframing, UI/UX, branding.",2,4,2,4,1,Creative,Graphic Designer
"Operational researcher with expertise in risk management, budgeting, financial models.",4,3,2,2,3,Analytical,Financial Analyst
"Armed forces operational officer with expertise in wireframing, Adobe Creative Suite, prototyping.",1,3,1,4,4,Creative,Graphic Designer
"Manufacturing systems engineer with expertise in budgeting, risk management, Agile.",2,1,1,2,3,Introverted,Project Manager
"Location manager with expertise in employee engagement, HRIS, talent acquisition.",4,1,4,1,1,Extraverted,HR Manager
"Chemist, analytical with expertise in DevOps, Java, APIs.",4,3,2,4,1,Openness,Software Engineer
"Medical laboratory scientific officer with expertise in analytics, SEO, campaigns.",3,4,2,2,3,Extraverted,Marketing Manager
"Art gallery manager with expertise in APIs, cloud computing, Python.",4,4,3,1,2,Openness,Software Engineer
"Dancer with expertise in employee engagement, talent acquisition, HRIS.",3,1,3,1,1,Extraverted,HR Manager
"Public affairs consultant with expertise in campaigns, analytics, branding.",3,4,4,2,1,Extraverted,Marketing Manager
"Statistician with expertise in stakeholder management, budgeting, Agile.",1,2,4,2,4,Introverted,Project Manager
"Dealer with expertise in wireframing, branding, Adobe Creative Suite.",3,2,3,4,3,Creative,Graphic Designer
"Psychologist, counselling with expertise in financial models, forecasting, Excel.",2,4,1,1,2,Analytical,Financial Analyst
"Surveyor, commercial/residential with expertise in Java, APIs, DevOps.",3,3,4,3,3,Openness,Software Engineer
"Waste management officer with expertise in benefits management, employee engagement, onboarding.",3,1,3,1,4,Extraverted,HR Manager
"Solicitor, Scotland with expertise in customer engagement, branding, campaigns.",1,3,3,4,3,Extraverted,Marketing Manager
"Actor with expertise in Adobe Creative Suite, wireframing, UI/UX.",4,2,3,4,3,Creative,Graphic Designer
"Insurance broker with expertise in talent acquisition, onboarding, employee engagement.",2,4,3,1,4,Extraverted,HR Manager
"Educational psychologist with expertise in Excel, financial models, forecasting.",3,4,4,2,2,Analytical,Financial Analyst
"Forensic psychologist with expertise in Scrum, risk management, stakeholder management.",4,1,4,3,1,Introverted,Project Manager
"Fisheries officer with expertise in predictive analytics, deep learning, data mining.",2,2,4,1,2,Openness,Data Scientist
"Media planner with expertise in APIs, Java, Python.",4,3,4,2,2,Openness,Software Engineer
"Press sub with expertise in stakeholder management, Scrum, Agile.",2,3,1,4,4,Introverted,Project Manager
"Occupational psychologist with expertise in wireframing, prototyping, Adobe Creative Suite.",4,3,1,1,1,Creative,Graphic Designer
"Physiological scientist with expertise in financial models, forecasting, risk management.",3,4,3,1,2,Analytical,Financial Analyst
